Sr No.,Date,Time,Blockchain,Function,Latency,Transaction Fee
229,11/11/2023,01:32:08 GMT-0800 (Pacific Standard Time),Sepolia,createUser,15.764470471999608,0.00762992,
230,11/11/2023,01:32:11 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,8.517317085999995,0.0000027824,
231,11/11/2023,01:32:12 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,19.248935427000745,0.00762992,
232,11/11/2023,01:32:21 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.467792457000352,0.0000033425,
233,11/11/2023,01:32:22 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.8756113919997588,0,
234,11/11/2023,01:32:24 GMT-0800 (Pacific Standard Time),Celo,issueMoney,18.02820411199983,0.00222592,
235,11/11/2023,01:32:24 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,30.796146684999577,0.00762992,
236,11/11/2023,01:32:31 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,37.54527308800071,0.00762992,
237,11/11/2023,01:32:34 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,17.94286677800026,0.00222592,
238,11/11/2023,01:32:34 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,6.304325399999507,0.00222592,
239,11/11/2023,01:32:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,7.238909999999217,0.00222592,
240,11/11/2023,01:32:44 GMT-0800 (Pacific Standard Time),Celo,transferMoney,17.33964592600055,0.002674,
241,11/11/2023,01:32:46 GMT-0800 (Pacific Standard Time),Celo,default,1.9891290090000258,0,
242,11/11/2023,01:32:49 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,11.599238946000114,0.002674,
243,11/11/2023,01:32:50 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1617591340001672,0,
244,11/11/2023,01:32:53 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,16.20809200400021,0.002674,
245,11/11/2023,01:32:54 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,8.122115554000251,0.002674,
246,11/11/2023,01:32:55 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.175711324000731,0,
247,11/11/2023,01:32:55 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,0.8717383379992097,0,
248,11/11/2023,01:33:07 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,55.589451832000165,0.00222592,
249,11/11/2023,01:33:37 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,25.413837743999437,0.002674,
250,11/11/2023,01:33:38 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1127777089998125,0,
251,11/11/2023,01:37:00 GMT-0800 (Pacific Standard Time),Sepolia,createUser,6.482817648000084,0.00762992,
252,11/11/2023,01:37:01 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.825354753999971,0.0000095374,
253,11/11/2023,01:37:08 GMT-0800 (Pacific Standard Time),Celo,createUser,14.594114807999693,0.00762992,
254,11/11/2023,01:37:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,15.731498509999364,0.00762992,
255,11/11/2023,01:37:10 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,17.048191676000133,0.00762992,
256,11/11/2023,01:37:18 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,13.517924201999792,0.00222592,
257,11/11/2023,01:37:29 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,24.28025037400052,0.0000027824,
258,11/11/2023,01:37:34 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,40.28683209099993,0.00762992,
259,11/11/2023,01:37:37 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,23.81089197499957,0.00222592,
260,11/11/2023,01:37:38 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.850926687999628,0.0000033425,
261,11/11/2023,01:37:39 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.3318983050007374,0,
262,11/11/2023,01:37:43 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,21.803922134999187,0.002674,
263,11/11/2023,01:37:44 GMT-0800 (Pacific Standard Time),Sepolia,default,1.151893788999878,0,
264,11/11/2023,01:37:47 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,9.744115230999887,0.00222592,
265,11/11/2023,01:37:47 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,34.765183805000035,0.00222592,
266,11/11/2023,01:37:48 GMT-0800 (Pacific Standard Time),Celo,issueMoney,36.31197397600021,0.00222592,
267,11/11/2023,01:37:57 GMT-0800 (Pacific Standard Time),Celo,transferMoney,6.18899286200013,0.002674,
268,11/11/2023,01:37:59 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,17.6305406109998,0.002674,
269,11/11/2023,01:37:59 GMT-0800 (Pacific Standard Time),Celo,default,1.324886012999341,0,
270,11/11/2023,01:38:00 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2543420420000329,0,
271,11/11/2023,01:38:14 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,22.97319011399988,0.002674,
272,11/11/2023,01:38:15 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.2278755099996925,0,
273,11/11/2023,01:38:45 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,53.646352800999765,0.002674,
274,11/11/2023,01:38:46 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1985139779997989,0,
275,11/11/2023,01:42:04 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,10.286506037000567,0.0000095374,
276,11/11/2023,01:42:11 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,16.632377133999952,0.00762992,
277,11/11/2023,01:42:11 GMT-0800 (Pacific Standard Time),Celo,createUser,17.590318684000522,0.00762992,
278,11/11/2023,01:42:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,17.909818015000784,0.00762992,
279,11/11/2023,01:42:12 GMT-0800 (Pacific Standard Time),Sepolia,createUser,18.563402338000014,0.00762992,
280,11/11/2023,01:42:23 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,8.883719951000064,0.00222592,
281,11/11/2023,01:42:25 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,9.71926727099996,0.00222592,
282,11/11/2023,01:42:26 GMT-0800 (Pacific Standard Time),Celo,issueMoney,11.89152210399974,0.00222592,
283,11/11/2023,01:42:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,26.214034828000703,0.0000027824,
284,11/11/2023,01:42:38 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,11.684584718999453,0.002674,
285,11/11/2023,01:42:38 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,9.378883832000197,0.002674,
286,11/11/2023,01:42:39 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1666617430001498,0,
287,11/11/2023,01:42:40 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1681425559995695,0,
288,11/11/2023,01:42:40 GMT-0800 (Pacific Standard Time),Celo,transferMoney,8.769673496999777,0.002674,
289,11/11/2023,01:42:41 GMT-0800 (Pacific Standard Time),Celo,default,1.164439445999451,0,
290,11/11/2023,01:42:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,27.614601896000096,0.00222592,
291,11/11/2023,01:42:52 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,58.87852608100045,0.00762992,
292,11/11/2023,01:42:56 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,18.347216768999584,0.0000033425,
293,11/11/2023,01:42:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.8532507640002296,0,
294,11/11/2023,01:43:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,13.500072769000194,0.00222592,
295,11/11/2023,01:43:21 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,34.59861766800005,0.002674,
296,11/11/2023,01:43:22 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.2599091710001231,0,
297,11/11/2023,01:43:27 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,15.202950728000141,0.002674,
298,11/11/2023,01:43:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1364052120000123,0,
299,11/11/2023,01:47:01 GMT-0800 (Pacific Standard Time),Celo,createUser,7.84842168099992,0.00762992,
300,11/11/2023,01:47:03 GMT-0800 (Pacific Standard Time),Sepolia,createUser,9.563542967000044,0.00762992,
301,11/11/2023,01:47:07 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,13.038070662000216,0.0000095374,
302,11/11/2023,01:47:07 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,13.367905624999665,0.00762992,
303,11/11/2023,01:47:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,14.9729968109997,0.00762992,
304,11/11/2023,01:47:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,15.758816420000047,0.00762992,
305,11/11/2023,01:47:11 GMT-0800 (Pacific Standard Time),Celo,issueMoney,6.287075233000331,0.00222592,
306,11/11/2023,01:47:23 GMT-0800 (Pacific Standard Time),Celo,transferMoney,8.202978420999832,0.002674,
307,11/11/2023,01:47:23 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,13.387133694999852,0.0000027824,
308,11/11/2023,01:47:24 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,11.516334177000449,0.00222592,
309,11/11/2023,01:47:24 GMT-0800 (Pacific Standard Time),Celo,default,1.153735740000382,0,
310,11/11/2023,01:47:26 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,12.659533485000022,0.00222592,
311,11/11/2023,01:47:26 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,15.53854784800019,0.00222592,
312,11/11/2023,01:47:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,15.595855537000112,0.0000033425,
313,11/11/2023,01:47:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,12.55709798900038,0.002674,
314,11/11/2023,01:47:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1890540920002386,0,
315,11/11/2023,01:47:44 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1895917940000071,0,
316,11/11/2023,01:47:46 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,38.8068732359996,0.00222592,
317,11/11/2023,01:47:48 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,18.476493187000045,0.002674,
318,11/11/2023,01:47:51 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,2.3732139990003778,0,
319,11/11/2023,01:47:55 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,27.453089649999516,0.002674,
320,11/11/2023,01:47:56 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.301617154999636,0,
321,11/11/2023,01:48:06 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,16.4858237920003,0.002674,
322,11/11/2023,01:48:07 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1475200660005211,0,
323,11/11/2023,01:52:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,7.444992816000245,0.00762992,
324,11/11/2023,01:52:00 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.02660407899972,0.0000095374,
325,11/11/2023,01:52:04 GMT-0800 (Pacific Standard Time),Celo,createUser,11.047473460000008,0.00762992,
326,11/11/2023,01:52:06 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,12.490500523000025,0.00762992,
327,11/11/2023,01:52:07 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,13.391302218000405,0.00762992,
328,11/11/2023,01:52:09 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,5.579519449000247,0.00222592,
329,11/11/2023,01:52:10 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,6.380257695000619,0.0000027824,
330,11/11/2023,01:52:19 GMT-0800 (Pacific Standard Time),Celo,issueMoney,12.266715319999493,0.00222592,
331,11/11/2023,01:52:20 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,9.389225437000395,0.00222592,
332,11/11/2023,01:52:20 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,6.721509595999494,0.002674,
333,11/11/2023,01:52:21 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.0821024080002681,0,
334,11/11/2023,01:52:29 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,18.55026059799921,0.00222592,
335,11/11/2023,01:52:31 GMT-0800 (Pacific Standard Time),Celo,transferMoney,7.830228910000064,0.002674,
336,11/11/2023,01:52:31 GMT-0800 (Pacific Standard Time),Sepolia,createUser,37.88293454900011,0.00762992,
337,11/11/2023,01:52:32 GMT-0800 (Pacific Standard Time),Celo,default,1.1910640460001305,0,
338,11/11/2023,01:52:32 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,8.273264882000163,0.002674,
339,11/11/2023,01:52:34 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.3172366980006918,0,
340,11/11/2023,01:52:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,20.944253379999658,0.0000033425,
341,11/11/2023,01:52:36 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1120620189998298,0,
342,11/11/2023,01:52:47 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,14.823800457000733,0.002674,
343,11/11/2023,01:52:48 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,0.9090828629992902,0,
344,11/11/2023,01:53:03 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,26.731917880999855,0.00222592,
345,11/11/2023,01:53:13 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,6.238399804000743,0.002674,
346,11/11/2023,01:53:14 GMT-0800 (Pacific Standard Time),Sepolia,default,1.2002537070000545,0,
347,11/11/2023,01:57:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,5.455339656000025,0.00762992,
348,11/11/2023,01:57:02 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,8.488446116999723,0.00762992,
349,11/11/2023,01:57:08 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,13.857617073000409,0.00762992,
350,11/11/2023,01:57:11 GMT-0800 (Pacific Standard Time),Sepolia,createUser,17.721628266000188,0.00762992,
351,11/11/2023,01:57:12 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,17.96267592599988,0.0000095374,
352,11/11/2023,01:57:20 GMT-0800 (Pacific Standard Time),Celo,createUser,25.85433727699984,0.00762992,
353,11/11/2023,01:57:20 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.60772530300077,0.00222592,
354,11/11/2023,01:57:24 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,12.215238011999988,0.00222592,
355,11/11/2023,01:57:24 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,9.615789224000647,0.00222592,
356,11/11/2023,01:57:25 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,9.399821845999918,0.0000027824,
357,11/11/2023,01:57:31 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,6.6221873199995605,0.002674,
358,11/11/2023,01:57:32 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1648081909995527,0,
359,11/11/2023,01:57:35 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,8.192930670000612,0.002674,
360,11/11/2023,01:57:36 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.139569828000851,0,
361,11/11/2023,01:57:38 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,10.526575986999086,0.002674,
362,11/11/2023,01:57:39 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,32.77833465400059,0.00222592,
363,11/11/2023,01:57:39 GMT-0800 (Pacific Standard Time),Sepolia,default,0.876759606000036,0,
364,11/11/2023,01:57:55 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,12.57525260599982,0.002674,
365,11/11/2023,01:57:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1666366399992258,0,
366,11/11/2023,01:57:59 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,31.094523769999853,0.0000033425,
367,11/11/2023,01:58:01 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.157658419999294,0,
368,11/11/2023,01:58:14 GMT-0800 (Pacific Standard Time),Celo,issueMoney,50.52083586400002,0.00222592,
369,11/11/2023,01:58:36 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.60212249899935,0.002674,
370,11/11/2023,01:58:37 GMT-0800 (Pacific Standard Time),Celo,default,1.2088131790002807,0,
371,11/11/2023,02:01:59 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.683501572000794,0.0000095374,
372,11/11/2023,02:01:59 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,5.512619597999379,0.00762992,
373,11/11/2023,02:02:02 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,8.047451217000372,0.00762992,
374,11/11/2023,02:02:03 GMT-0800 (Pacific Standard Time),Celo,createUser,9.404745466000401,0.00762992,
375,11/11/2023,02:02:07 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.194637713000178,0.00762992,
376,11/11/2023,02:02:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,8.519968436000868,0.00222592,
377,11/11/2023,02:02:16 GMT-0800 (Pacific Standard Time),Sepolia,createUser,22.910543142999522,0.00762992,
378,11/11/2023,02:02:16 GMT-0800 (Pacific Standard Time),Celo,issueMoney,9.278632151000203,0.00222592,
379,11/11/2023,02:02:18 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,13.130011506000534,0.00222592,
380,11/11/2023,02:02:23 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,20.25206905400008,0.0000027824,
381,11/11/2023,02:02:24 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,13.090164304000325,0.00222592,
382,11/11/2023,02:02:25 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,10.51946547299996,0.002674,
383,11/11/2023,02:02:27 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1703203739998862,0,
384,11/11/2023,02:02:33 GMT-0800 (Pacific Standard Time),Celo,transferMoney,13.025559952999465,0.002674,
385,11/11/2023,02:02:34 GMT-0800 (Pacific Standard Time),Celo,default,1.1269298409996553,0,
386,11/11/2023,02:02:36 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,14.386588190999813,0.002674,
387,11/11/2023,02:02:36 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,16.488958411999977,0.00222592,
388,11/11/2023,02:02:37 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,0.8477738009998574,0,
389,11/11/2023,02:02:41 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,14.606926971999929,0.0000033425,
390,11/11/2023,02:02:42 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1956150419991463,0,
391,11/11/2023,02:02:54 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,27.650965231000445,0.002674,
392,11/11/2023,02:02:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1915714739998802,0,
393,11/11/2023,02:03:08 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,28.475144235000013,0.002674,
394,11/11/2023,02:03:09 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1521583019997925,0,
395,11/11/2023,02:06:59 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,4.771702030999586,0.0000095374,
396,11/11/2023,02:07:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,6.375336290999316,0.00762992,
397,11/11/2023,02:07:02 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,8.60314824100025,0.00762992,
398,11/11/2023,02:07:06 GMT-0800 (Pacific Standard Time),Celo,createUser,12.46855303200055,0.00762992,
399,11/11/2023,02:07:07 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.755780565000139,0.0000027824,
400,11/11/2023,02:07:17 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,13.086952558999881,0.00222592,
401,11/11/2023,02:07:17 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,6.717228155000135,0.0000033425,
402,11/11/2023,02:07:18 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.8975566069995985,0,
403,11/11/2023,02:07:18 GMT-0800 (Pacific Standard Time),Sepolia,createUser,24.728218582999894,0.00762992,
404,11/11/2023,02:07:20 GMT-0800 (Pacific Standard Time),Celo,issueMoney,11.318686610999517,0.00222592,
405,11/11/2023,02:07:32 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,11.544849377000704,0.002674,
406,11/11/2023,02:07:32 GMT-0800 (Pacific Standard Time),Celo,transferMoney,8.089808325999416,0.002674,
407,11/11/2023,02:07:33 GMT-0800 (Pacific Standard Time),Celo,default,1.1421532509997487,0,
408,11/11/2023,02:07:33 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.5874434289997443,0,
409,11/11/2023,02:15:28 GMT-0800 (Pacific Standard Time),Sepolia,createUser,9.353758818999864,0.00762992,
410,11/11/2023,02:15:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,10.460721494999714,0.00762992,
411,11/11/2023,02:15:33 GMT-0800 (Pacific Standard Time),Celo,createUser,13.533715773999692,0.00762992,
412,11/11/2023,02:15:41 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,21.17378858599998,0.00762992,
413,11/11/2023,02:15:43 GMT-0800 (Pacific Standard Time),Celo,issueMoney,6.428466164000333,0.00222592,
414,11/11/2023,02:15:47 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,13.224545153000392,0.00222592,
415,11/11/2023,02:15:47 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,27.64512991099991,0.0000095374,
416,11/11/2023,02:15:49 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,29.450965628999285,0.00762992,
417,11/11/2023,02:15:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,14.014796537999995,0.00222592,
418,11/11/2023,02:16:00 GMT-0800 (Pacific Standard Time),Celo,transferMoney,13.464723207999953,0.002674,
