Sr No.,Date,Time,Blockchain,Function,Latency,Transaction Fee
872,11/11/2023,03:50:50 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,20.689072576999664,0.00222592,
873,11/11/2023,03:50:55 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,11.017828074000775,0.00222592,
874,11/11/2023,03:50:55 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.767113092999906,0.0000033425,
875,11/11/2023,03:50:56 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.8816713379994034,0,
876,11/11/2023,03:50:57 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,14.514822397999465,0.00222592,
877,11/11/2023,03:50:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,23.515883052999154,0.00222592,
878,11/11/2023,03:51:02 GMT-0800 (Pacific Standard Time),Celo,transferMoney,11.20522318099998,0.002674,
879,11/11/2023,03:51:03 GMT-0800 (Pacific Standard Time),Celo,default,1.2159028050005436,0,
880,11/11/2023,03:51:03 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,9.60676763500087,0.002674,
881,11/11/2023,03:51:04 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1605521729998292,0,
882,11/11/2023,03:51:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,10.62915074300021,0.002674,
883,11/11/2023,03:51:12 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,13.423808684999123,0.002674,
884,11/11/2023,03:51:13 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.21142158200033,0,
885,11/11/2023,03:51:13 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.236443803999573,0,
886,11/11/2023,03:51:14 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,12.277724716998637,0.002674,
887,11/11/2023,03:51:16 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,2.2774428109992297,0,
888,11/11/2023,03:55:23 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,4.966212091000751,0.0000095374,
889,11/11/2023,03:55:24 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,6.937003112999722,0.00762992,
890,11/11/2023,03:55:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,11.702964348001405,0.00762992,
891,11/11/2023,03:55:31 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,11.257348812000826,0.00762992,
892,11/11/2023,03:55:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,7.638885404998437,0.0000027824,
893,11/11/2023,03:55:39 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,10.036342839999124,0.00222592,
894,11/11/2023,03:55:41 GMT-0800 (Pacific Standard Time),Celo,createUser,23.09986969999969,0.00762992,
895,11/11/2023,03:55:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,7.850535535000264,0.00222592,
896,11/11/2023,03:55:44 GMT-0800 (Pacific Standard Time),Sepolia,createUser,26.37829030800052,0.00762992,
897,11/11/2023,03:55:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,5.882153710000217,0.0000033425,
898,11/11/2023,03:55:45 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1926392560005188,0,
899,11/11/2023,03:55:51 GMT-0800 (Pacific Standard Time),Celo,issueMoney,6.355783670999109,0.00222592,
900,11/11/2023,03:55:52 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,18.52485060600005,0.00222592,
901,11/11/2023,03:55:57 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.462370608000084,0.002674,
902,11/11/2023,03:55:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.2038823169991375,0,
903,11/11/2023,03:56:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,17.303291026998313,0.002674,
904,11/11/2023,03:56:01 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1557556300014258,0,
905,11/11/2023,03:56:04 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,16.870898714998738,0.00222592,
906,11/11/2023,03:56:13 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.493339449999855,0.002674,
907,11/11/2023,03:56:14 GMT-0800 (Pacific Standard Time),Celo,default,1.1155993280000984,0,
908,11/11/2023,03:56:23 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,27.13564572500065,0.002674,
909,11/11/2023,03:56:24 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2104535419996827,0,
910,11/11/2023,03:56:32 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,22.931350355001168,0.002674,
911,11/11/2023,03:56:35 GMT-0800 (Pacific Standard Time),Sepolia,default,2.671053086999804,0,
912,11/11/2023,04:00:26 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,8.06359288899973,0.0000095374,
913,11/11/2023,04:00:30 GMT-0800 (Pacific Standard Time),Celo,createUser,12.797107031999156,0.00762992,
914,11/11/2023,04:00:31 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,12.906214934000745,0.00762992,
915,11/11/2023,04:00:35 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,16.751549130000175,0.00762992,
916,11/11/2023,04:00:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,13.89726474300027,0.0000027824,
917,11/11/2023,04:00:44 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,26.62231163099967,0.00762992,
918,11/11/2023,04:00:50 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,15.401389771001414,0.00222592,
919,11/11/2023,04:00:51 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,11.33013483900018,0.00222592,
920,11/11/2023,04:00:53 GMT-0800 (Pacific Standard Time),Sepolia,createUser,35.06140392900072,0.00762992,
921,11/11/2023,04:00:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,7.301065774001181,0.0000033425,
922,11/11/2023,04:00:55 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.299172751000151,0,
923,11/11/2023,04:00:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,11.087015195000916,0.00222592,
924,11/11/2023,04:01:02 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,8.494614033998921,0.002674,
925,11/11/2023,04:01:04 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,9.519363703999668,0.002674,
926,11/11/2023,04:01:04 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.159869320999831,0,
927,11/11/2023,04:01:05 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1454862200003118,0,
928,11/11/2023,04:01:11 GMT-0800 (Pacific Standard Time),Celo,issueMoney,37.44873593800143,0.00222592,
929,11/11/2023,04:01:17 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,20.37560301299952,0.00222592,
930,11/11/2023,04:01:22 GMT-0800 (Pacific Standard Time),Celo,transferMoney,6.235968830000609,0.002674,
931,11/11/2023,04:01:23 GMT-0800 (Pacific Standard Time),Celo,default,1.1424806399997325,0,
932,11/11/2023,04:01:38 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,35.74931948699989,0.002674,
933,11/11/2023,04:01:39 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,0.8405901969987899,0,
934,11/11/2023,04:01:52 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,31.11964921199903,0.002674,
935,11/11/2023,04:01:53 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1079285550005733,0,
936,11/11/2023,04:05:24 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.878347040999681,0.0000095374,
937,11/11/2023,04:05:26 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,7.417438415000215,0.00762992,
938,11/11/2023,04:05:37 GMT-0800 (Pacific Standard Time),Celo,createUser,19.38749974199943,0.00762992,
939,11/11/2023,04:05:45 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,26.380707430999728,0.00762992,
940,11/11/2023,04:05:53 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,24.753003203999253,0.0000027824,
941,11/11/2023,04:05:56 GMT-0800 (Pacific Standard Time),Sepolia,createUser,37.76401689899899,0.00762992,
942,11/11/2023,04:05:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,8.314030191000551,0.00222592,
943,11/11/2023,04:05:59 GMT-0800 (Pacific Standard Time),Celo,issueMoney,18.181124371999875,0.00222592,
944,11/11/2023,04:06:00 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,30.217895099001005,0.00222592,
945,11/11/2023,04:06:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,41.909818726001305,0.00762992,
946,11/11/2023,04:06:11 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,14.47899595599994,0.0000033425,
947,11/11/2023,04:06:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,7.079682467000559,0.00222592,
948,11/11/2023,04:06:11 GMT-0800 (Pacific Standard Time),Celo,transferMoney,8.363661121999845,0.002674,
949,11/11/2023,04:06:12 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.9303863210007548,0,
950,11/11/2023,04:06:13 GMT-0800 (Pacific Standard Time),Celo,default,1.1555088020004332,0,
951,11/11/2023,04:06:18 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,16.772676897000522,0.002674,
952,11/11/2023,04:06:20 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.217085183000192,0,
953,11/11/2023,04:06:25 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,25.052291602000594,0.00222592,
954,11/11/2023,04:06:28 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,24.708558849001303,0.002674,
955,11/11/2023,04:06:29 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1304359849989414,0,
956,11/11/2023,04:06:45 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,28.891739462999627,0.002674,
957,11/11/2023,04:06:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,0.9138329990003258,0,
958,11/11/2023,04:06:46 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,18.288285329999404,0.002674,
959,11/11/2023,04:06:48 GMT-0800 (Pacific Standard Time),Sepolia,default,1.3800224699992687,0,
960,11/11/2023,04:10:26 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,8.175384491000324,0.0000095374,
961,11/11/2023,04:10:29 GMT-0800 (Pacific Standard Time),Sepolia,createUser,11.525702152999118,0.00762992,
962,11/11/2023,04:10:34 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,16.03332869400084,0.00762992,
963,11/11/2023,04:10:35 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,17.27104244900122,0.00762992,
964,11/11/2023,04:10:37 GMT-0800 (Pacific Standard Time),Celo,createUser,18.666423552999273,0.00762992,
965,11/11/2023,04:10:43 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,13.544001321999357,0.0000027824,
966,11/11/2023,04:10:56 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,17.92995348200016,0.00222592,
967,11/11/2023,04:11:03 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,15.466789929999038,0.0000033425,
968,11/11/2023,04:11:04 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.9958685560002923,0,
969,11/11/2023,04:11:07 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,48.917785570999605,0.00762992,
970,11/11/2023,04:11:09 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,29.601610561000182,0.00222592,
971,11/11/2023,04:11:13 GMT-0800 (Pacific Standard Time),Celo,issueMoney,32.31234314899891,0.00222592,
972,11/11/2023,04:11:13 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,40.58350123099983,0.00222592,
973,11/11/2023,04:11:15 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,15.093124361999333,0.002674,
974,11/11/2023,04:11:16 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1955352669991552,0,
975,11/11/2023,04:11:24 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,6.408816537998617,0.002674,
976,11/11/2023,04:11:25 GMT-0800 (Pacific Standard Time),Sepolia,default,0.8638904870003462,0,
977,11/11/2023,04:11:31 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,21.080341690000147,0.00222592,
978,11/11/2023,04:11:33 GMT-0800 (Pacific Standard Time),Celo,transferMoney,16.64163832999952,0.002674,
979,11/11/2023,04:11:34 GMT-0800 (Pacific Standard Time),Celo,default,1.1668935759998857,0,
980,11/11/2023,04:11:44 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,9.52681547800079,0.002674,
981,11/11/2023,04:11:45 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,31.68382127900049,0.002674,
982,11/11/2023,04:11:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.2055270689986646,0,
983,11/11/2023,04:11:46 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1996421429999173,0,
984,11/11/2023,04:15:26 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,8.035780198998749,0.00762992,
985,11/11/2023,04:15:29 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,11.339406053999438,0.0000095374,
986,11/11/2023,04:15:30 GMT-0800 (Pacific Standard Time),Celo,createUser,11.840971914999187,0.00762992,
987,11/11/2023,04:15:38 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,20.100111601000652,0.00762992,
988,11/11/2023,04:15:39 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,17.440401514999568,0.00762992,
989,11/11/2023,04:15:45 GMT-0800 (Pacific Standard Time),Celo,issueMoney,11.424669052999466,0.00222592,
990,11/11/2023,04:15:46 GMT-0800 (Pacific Standard Time),Sepolia,createUser,27.127374799000098,0.00762992,
991,11/11/2023,04:15:48 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,14.601318439001217,0.0000027824,
992,11/11/2023,04:15:53 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,23.414916381001472,0.00222592,
993,11/11/2023,04:15:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.994983338000253,0.0000033425,
994,11/11/2023,04:15:58 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.2098788230009376,0,
995,11/11/2023,04:15:58 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,14.677498784000054,0.00222592,
996,11/11/2023,04:16:00 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,10.634925710000097,0.00222592,
997,11/11/2023,04:16:01 GMT-0800 (Pacific Standard Time),Celo,transferMoney,11.742785070000217,0.002674,
998,11/11/2023,04:16:02 GMT-0800 (Pacific Standard Time),Celo,default,1.1156935010012239,0,
999,11/11/2023,04:16:16 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,14.428015621999279,0.002674,
1000,11/11/2023,04:16:17 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.284229972999543,0,
1001,11/11/2023,04:16:18 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,20.86910677500069,0.002674,
1002,11/11/2023,04:16:19 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.4978374700006098,0,
1003,11/11/2023,04:16:29 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,47.21533656200022,0.00222592,
1004,11/11/2023,04:16:31 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.40264544400014,0.002674,
1005,11/11/2023,04:16:33 GMT-0800 (Pacific Standard Time),Sepolia,default,1.2733004589993506,0,
1006,11/11/2023,04:16:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,8.34107243900001,0.002674,
1007,11/11/2023,04:16:44 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.3546217269990593,0,
1008,11/11/2023,04:20:30 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,11.523663751000539,0.00762992,
1009,11/11/2023,04:20:32 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,12.578835404001177,0.0000095374,
1010,11/11/2023,04:20:35 GMT-0800 (Pacific Standard Time),Sepolia,createUser,17.170360482001676,0.00762992,
1011,11/11/2023,04:20:36 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,17.604211268000306,0.00762992,
1012,11/11/2023,04:20:36 GMT-0800 (Pacific Standard Time),Celo,createUser,18.33039460399933,0.00762992,
1013,11/11/2023,04:20:51 GMT-0800 (Pacific Standard Time),Celo,issueMoney,7.635830004999414,0.00222592,
1014,11/11/2023,04:20:52 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,12.523897509999573,0.00222592,
1015,11/11/2023,04:20:53 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,13.013656478000804,0.00222592,
1016,11/11/2023,04:20:53 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,34.650914942000064,0.00762992,
1017,11/11/2023,04:20:53 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,17.351894659999758,0.0000027824,
1018,11/11/2023,04:21:02 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,28.552420080000534,0.00222592,
1019,11/11/2023,04:21:02 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.126718306001276,0.0000033425,
1020,11/11/2023,04:21:03 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.3690380000006408,0,
1021,11/11/2023,04:21:06 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,10.720801409000531,0.002674,
1022,11/11/2023,04:21:07 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1782794409990311,0,
1023,11/11/2023,04:21:14 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.685448170999067,0.002674,
1024,11/11/2023,04:21:14 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,18.033862821999936,0.00222592,
1025,11/11/2023,04:21:15 GMT-0800 (Pacific Standard Time),Celo,default,1.3994797779992223,0,
1026,11/11/2023,04:21:18 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.49868229399994,0.002674,
1027,11/11/2023,04:21:19 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1347198689989746,0,
1028,11/11/2023,04:21:23 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.413972590999677,0.002674,
1029,11/11/2023,04:21:25 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1286691149994732,0,
1030,11/11/2023,04:21:32 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,12.503969332998619,0.002674,
1031,11/11/2023,04:21:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1495768100004644,0,
1032,11/11/2023,04:25:25 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,6.750739632999524,0.00762992,
1033,11/11/2023,04:25:28 GMT-0800 (Pacific Standard Time),Sepolia,createUser,9.53652121799998,0.00762992,
1034,11/11/2023,04:25:32 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,13.388130649000406,0.00762992,
1035,11/11/2023,04:25:33 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,14.401126953998581,0.0000095374,
1036,11/11/2023,04:25:35 GMT-0800 (Pacific Standard Time),Celo,createUser,17.21195746899955,0.00762992,
1037,11/11/2023,04:25:37 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,19.302994356000795,0.00762992,
1038,11/11/2023,04:25:41 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.714828756000847,0.0000027824,
1039,11/11/2023,04:25:41 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,6.426406772000715,0.00222592,
1040,11/11/2023,04:25:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.734648169999943,0.00222592,
1041,11/11/2023,04:25:52 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,20.522565509999172,0.00222592,
1042,11/11/2023,04:25:53 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,9.449010366000236,0.0000033425,
1043,11/11/2023,04:25:54 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.151229061000049,0,
1044,11/11/2023,04:25:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,14.649374094000086,0.002674,
1045,11/11/2023,04:26:00 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1600715939998627,0,
1046,11/11/2023,04:26:03 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,12.628806835999713,0.002674,
1047,11/11/2023,04:26:04 GMT-0800 (Pacific Standard Time),Celo,issueMoney,24.674172849999742,0.00222592,
1048,11/11/2023,04:26:04 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1740641350001098,0,
1049,11/11/2023,04:26:07 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,26.244873227998614,0.00222592,
1050,11/11/2023,04:26:25 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,14.48245571600087,0.002674,
1051,11/11/2023,04:26:26 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.172554728999734,0,
1052,11/11/2023,04:26:30 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,33.754229351999236,0.002674,
1053,11/11/2023,04:26:31 GMT-0800 (Pacific Standard Time),Sepolia,default,0.863618395999074,0,
1054,11/11/2023,04:26:36 GMT-0800 (Pacific Standard Time),Celo,transferMoney,28.572472457000984,0.002674,
1055,11/11/2023,04:26:37 GMT-0800 (Pacific Standard Time),Celo,default,1.1751431159991772,0,
1056,11/11/2023,04:30:22 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,4.821299975000322,0.00762992,
1057,11/11/2023,04:30:30 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,12.419282227000222,0.00762992,
1058,11/11/2023,04:30:31 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,13.25050975599885,0.0000095374,
1059,11/11/2023,04:30:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,15.207201836999506,0.00762992,
1060,11/11/2023,04:30:34 GMT-0800 (Pacific Standard Time),Sepolia,createUser,16.32195137700066,0.00762992,
1061,11/11/2023,04:30:35 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,8.50148658999987,0.00222592,
1062,11/11/2023,04:30:39 GMT-0800 (Pacific Standard Time),Celo,createUser,20.878731846001,0.00762992,
1063,11/11/2023,04:30:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,9.428427806999535,0.0000027824,
1064,11/11/2023,04:30:48 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,11.115516468999907,0.00222592,
1065,11/11/2023,04:30:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,15.29724741499871,0.002674,
1066,11/11/2023,04:30:55 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.8962569580003619,0,
1067,11/11/2023,04:30:56 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,18.12511613400094,0.00222592,
1068,11/11/2023,04:30:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,9.64419810000062,0.0000033425,
1069,11/11/2023,04:30:58 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,25.403499169999733,0.00222592,
1070,11/11/2023,04:30:58 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1754856529999524,0,
1071,11/11/2023,04:31:11 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,19.71960311499983,0.002674,
1072,11/11/2023,04:31:11 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,8.320568043999375,0.002674,
1073,11/11/2023,04:31:12 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1750510719995946,0,
1074,11/11/2023,04:31:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1431920630000532,0,
1075,11/11/2023,04:31:13 GMT-0800 (Pacific Standard Time),Celo,issueMoney,30.678215358000248,0.00222592,
1076,11/11/2023,04:31:25 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,25.58769522999972,0.002674,
1077,11/11/2023,04:31:26 GMT-0800 (Pacific Standard Time),Sepolia,default,1.138461056999862,0,
1078,11/11/2023,04:31:50 GMT-0800 (Pacific Standard Time),Celo,transferMoney,33.69736111100018,0.002674,
1079,11/11/2023,04:31:51 GMT-0800 (Pacific Standard Time),Celo,default,1.1305037599988281,0,
1080,11/11/2023,04:35:23 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,4.605513561999425,0.00762992,
1081,11/11/2023,04:35:24 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.461443753000349,0.0000095374,
1082,11/11/2023,04:35:25 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,7.354093078998849,0.00762992,
1083,11/11/2023,04:35:36 GMT-0800 (Pacific Standard Time),Sepolia,createUser,17.500912771999836,0.00762992,
1084,11/11/2023,04:35:38 GMT-0800 (Pacific Standard Time),Celo,createUser,20.138974686998875,0.00762992,
1085,11/11/2023,04:35:42 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,23.47397248600051,0.00762992,
1086,11/11/2023,04:35:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,16.50124221099913,0.00222592,
1087,11/11/2023,04:35:52 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,23.28241601300053,0.00222592,
1088,11/11/2023,04:35:52 GMT-0800 (Pacific Standard Time),Celo,issueMoney,8.05059954899922,0.00222592,
1089,11/11/2023,04:35:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,7.222546451998874,0.002674,
1090,11/11/2023,04:35:54 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1678558050002903,0,
1091,11/11/2023,04:35:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,11.86758168300055,0.00222592,
1092,11/11/2023,04:36:01 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,33.60132677200064,0.0000027824,
1093,11/11/2023,04:36:10 GMT-0800 (Pacific Standard Time),Celo,transferMoney,14.414280228998512,0.002674,
1094,11/11/2023,04:36:11 GMT-0800 (Pacific Standard Time),Celo,default,1.162000820999965,0,
1095,11/11/2023,04:36:15 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,13.524002276999877,0.002674,
1096,11/11/2023,04:36:15 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,9.557623139999807,0.0000033425,
1097,11/11/2023,04:36:16 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.2205212110001593,0,
1098,11/11/2023,04:36:16 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1845293160006405,0,
1099,11/11/2023,04:36:19 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,40.27230121999979,0.00222592,
1100,11/11/2023,04:36:38 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,15.072841873999685,0.002674,
1101,11/11/2023,04:36:39 GMT-0800 (Pacific Standard Time),Sepolia,default,1.148247074998915,0,
